C,C#/Db,D,D#/Eb,E,F,F#/Gb,G,G#/Ab,A,A#/Bb,B,class_number
0.07129186602870813,0.09696969696969697,0.0,0.1645933014354067,0.0,0.15773524720893142,0.03987240829346093,0.06937799043062201,0.14768740031897926,0.0,0.25247208931419457,0.0,17
0.0,0.07129186602870813,0.09696969696969697,0.0,0.1645933014354067,0.0,0.15773524720893142,0.03987240829346093,0.06937799043062201,0.14768740031897926,0.0,0.25247208931419457,18
0.25247208931419457,0.0,0.07129186602870813,0.09696969696969697,0.0,0.1645933014354067,0.0,0.15773524720893142,0.03987240829346093,0.06937799043062201,0.14768740031897926,0.0,19
0.0,0.25247208931419457,0.0,0.07129186602870813,0.09696969696969697,0.0,0.1645933014354067,0.0,0.15773524720893142,0.03987240829346093,0.06937799043062201,0.14768740031897926,20
0.14768740031897926,0.0,0.25247208931419457,0.0,0.07129186602870813,0.09696969696969697,0.0,0.1645933014354067,0.0,0.15773524720893142,0.03987240829346093,0.06937799043062201,21
0.06937799043062201,0.14768740031897926,0.0,0.25247208931419457,0.0,0.07129186602870813,0.09696969696969697,0.0,0.1645933014354067,0.0,0.15773524720893142,0.03987240829346093,22
0.03987240829346093,0.06937799043062201,0.14768740031897926,0.0,0.25247208931419457,0.0,0.07129186602870813,0.09696969696969697,0.0,0.1645933014354067,0.0,0.15773524720893142,23
0.15773524720893142,0.03987240829346093,0.06937799043062201,0.14768740031897926,0.0,0.25247208931419457,0.0,0.07129186602870813,0.09696969696969697,0.0,0.1645933014354067,0.0,12
0.0,0.15773524720893142,0.03987240829346093,0.06937799043062201,0.14768740031897926,0.0,0.25247208931419457,0.0,0.07129186602870813,0.09696969696969697,0.0,0.1645933014354067,13
0.1645933014354067,0.0,0.15773524720893142,0.03987240829346093,0.06937799043062201,0.14768740031897926,0.0,0.25247208931419457,0.0,0.07129186602870813,0.09696969696969697,0.0,14
0.0,0.1645933014354067,0.0,0.15773524720893142,0.03987240829346093,0.06937799043062201,0.14768740031897926,0.0,0.25247208931419457,0.0,0.07129186602870813,0.09696969696969697,15
0.09696969696969697,0.0,0.1645933014354067,0.0,0.15773524720893142,0.03987240829346093,0.06937799043062201,0.14768740031897926,0.0,0.25247208931419457,0.0,0.07129186602870813,16
0.0,0.10520694259012016,0.052336448598130844,0.0,0.33991989319092125,0.0,0.04058744993324433,0.0,0.13244325767690254,0.1959946595460614,0.0,0.13351134846461948,9
0.0,0.04058744993324433,0.0,0.13244325767690254,0.1959946595460614,0.0,0.13351134846461948,0.0,0.10520694259012016,0.052336448598130844,0.0,0.33991989319092125,4
0.16530278232405893,0.05564648117839607,0.11456628477905073,0.014402618657937807,0.14206219312602292,0.07332242225859247,0.06415711947626841,0.07594108019639935,0.046153846153846156,0.19148936170212766,0.014075286415711947,0.04288052373158756,7
0.05564648117839607,0.11456628477905073,0.014402618657937807,0.14206219312602292,0.07332242225859247,0.06415711947626841,0.07594108019639935,0.046153846153846156,0.19148936170212766,0.014075286415711947,0.04288052373158756,0.16530278232405893,6
0.20646029609690444,0.0,0.17065948855989233,0.0,0.12893674293405114,0.0,0.06944818304172275,0.23741588156123822,0.0,0.08183041722745626,0.0,0.10524899057873485,7
0.29411764705882354,0.0,0.07155399473222125,0.00021949078138718174,0.14025460930640912,0.12554872695346794,0.007023705004389816,0.23946444249341528,0.007243195785776997,0.07879719051799824,0.015364354697102721,0.020412642669007903,0
0.14025460930640912,0.12554872695346794,0.007023705004389816,0.23946444249341528,0.007243195785776997,0.07879719051799824,0.015364354697102721,0.020412642669007903,0.29411764705882354,0.0,0.07155399473222125,0.00021949078138718174,8
0.055594405594405594,0.05314685314685315,0.19055944055944055,0.0,0.14825174825174825,0.04895104895104895,0.11433566433566433,0.08811188811188811,0.0034965034965034965,0.21783216783216783,0.025874125874125874,0.05384615384615385,9
0.0034965034965034965,0.21783216783216783,0.025874125874125874,0.05384615384615385,0.055594405594405594,0.05314685314685315,0.19055944055944055,0.0,0.14825174825174825,0.04895104895104895,0.11433566433566433,0.08811188811188811,1
0.0,0.159524467790987,0.06331213713021841,0.026817804810616533,0.16145977329278408,0.002764722145424385,0.1774951617362455,0.000552944429084877,0.08460049764998617,0.16560685651092066,0.014376555156206802,0.14348907934752558,18
0.14348907934752558,0.0,0.159524467790987,0.06331213713021841,0.026817804810616533,0.16145977329278408,0.002764722145424385,0.1774951617362455,0.000552944429084877,0.08460049764998617,0.16560685651092066,0.014376555156206802,19
0.014376555156206802,0.14348907934752558,0.0,0.159524467790987,0.06331213713021841,0.026817804810616533,0.16145977329278408,0.002764722145424385,0.1774951617362455,0.000552944429084877,0.08460049764998617,0.16560685651092066,20
0.16560685651092066,0.014376555156206802,0.14348907934752558,0.0,0.159524467790987,0.06331213713021841,0.026817804810616533,0.16145977329278408,0.002764722145424385,0.1774951617362455,0.000552944429084877,0.08460049764998617,21
0.08460049764998617,0.16560685651092066,0.014376555156206802,0.14348907934752558,0.0,0.159524467790987,0.06331213713021841,0.026817804810616533,0.16145977329278408,0.002764722145424385,0.1774951617362455,0.000552944429084877,22
0.000552944429084877,0.08460049764998617,0.16560685651092066,0.014376555156206802,0.14348907934752558,0.0,0.159524467790987,0.06331213713021841,0.026817804810616533,0.16145977329278408,0.002764722145424385,0.1774951617362455,23
0.1774951617362455,0.000552944429084877,0.08460049764998617,0.16560685651092066,0.014376555156206802,0.14348907934752558,0.0,0.159524467790987,0.06331213713021841,0.026817804810616533,0.16145977329278408,0.002764722145424385,12
0.002764722145424385,0.1774951617362455,0.000552944429084877,0.08460049764998617,0.16560685651092066,0.014376555156206802,0.14348907934752558,0.0,0.159524467790987,0.06331213713021841,0.026817804810616533,0.16145977329278408,13
0.16145977329278408,0.002764722145424385,0.1774951617362455,0.000552944429084877,0.08460049764998617,0.16560685651092066,0.014376555156206802,0.14348907934752558,0.0,0.159524467790987,0.06331213713021841,0.026817804810616533,14
0.026817804810616533,0.16145977329278408,0.002764722145424385,0.1774951617362455,0.000552944429084877,0.08460049764998617,0.16560685651092066,0.014376555156206802,0.14348907934752558,0.0,0.159524467790987,0.06331213713021841,15
0.06331213713021841,0.026817804810616533,0.16145977329278408,0.002764722145424385,0.1774951617362455,0.000552944429084877,0.08460049764998617,0.16560685651092066,0.014376555156206802,0.14348907934752558,0.0,0.159524467790987,16
0.159524467790987,0.06331213713021841,0.026817804810616533,0.16145977329278408,0.002764722145424385,0.1774951617362455,0.000552944429084877,0.08460049764998617,0.16560685651092066,0.014376555156206802,0.14348907934752558,0.0,17
0.1683861459100958,0.0,0.3865143699336772,0.006263817243920413,0.0552689756816507,0.07442888725128961,0.0,0.16028002947678702,0.0,0.1374355195283714,0.0,0.011422254974207811,2
0.0004463289444320464,0.10488730194153091,0.0015621513055121626,0.04731086810979692,0.2269582682436956,0.0004463289444320464,0.13322918991296587,0.0002231644722160232,0.09194376255300156,0.18411068957821916,0.0011158223610801161,0.2077661236331176,4
0.17137229152987524,0.006483913328956008,0.1606204858831254,0.00024622455679579775,0.12278397898883782,0.00402166776099803,0.054251477347340774,0.21897570584372947,0.00024622455679579775,0.1659553512803677,0.0018056467498358503,0.09323703217334209,7
0.24399164054336467,0.0,0.08124346917450366,0.0,0.13427377220480669,0.10867293625914315,0.01044932079414838,0.24320794148380356,0.0,0.10188087774294671,0.0,0.07628004179728318,0
0.0,0.08124346917450366,0.0,0.13427377220480669,0.10867293625914315,0.01044932079414838,0.24320794148380356,0.0,0.10188087774294671,0.0,0.07628004179728318,0.24399164054336467,11
0.01764705882352941,0.27147058823529413,0.0,0.11794117647058823,0.008529411764705883,0.10176470588235294,0.17529411764705882,0.003823529411764706,0.20647058823529413,0.0017647058823529412,0.08352941176470588,0.011764705882352941,1
0.003823529411764706,0.20647058823529413,0.0017647058823529412,0.08352941176470588,0.011764705882352941,0.01764705882352941,0.27147058823529413,0.0,0.11794117647058823,0.008529411764705883,0.10176470588235294,0.17529411764705882,6
0.19860440150295222,0.026301663982823402,0.12560386473429952,0.0026838432635534087,0.12721417069243157,0.07085346215780998,0.015566290928609769,0.237788513150832,0.013955984970477724,0.08695652173913043,0.008051529790660225,0.08641975308641975,7
0.0,0.13267203967761934,0.0015499070055796653,0.12647241165530068,0.15251084934903905,0.0,0.2014879107253565,0.0006199628022318661,0.10198388096714198,0.0,0.09640421574705518,0.18629882207067575,11
0.2927517361111111,0.001953125,0.057291666666666664,0.0,0.07335069444444445,0.14539930555555555,0.0,0.17122395833333334,0.0010850694444444445,0.14539930555555555,0.0,0.1115451388888889,21
0.1115451388888889,0.2927517361111111,0.001953125,0.057291666666666664,0.0,0.07335069444444445,0.14539930555555555,0.0,0.17122395833333334,0.0010850694444444445,0.14539930555555555,0.0,22
0.0,0.1115451388888889,0.2927517361111111,0.001953125,0.057291666666666664,0.0,0.07335069444444445,0.14539930555555555,0.0,0.17122395833333334,0.0010850694444444445,0.14539930555555555,23
0.14539930555555555,0.0,0.1115451388888889,0.2927517361111111,0.001953125,0.057291666666666664,0.0,0.07335069444444445,0.14539930555555555,0.0,0.17122395833333334,0.0010850694444444445,12
0.0010850694444444445,0.14539930555555555,0.0,0.1115451388888889,0.2927517361111111,0.001953125,0.057291666666666664,0.0,0.07335069444444445,0.14539930555555555,0.0,0.17122395833333334,13
0.17122395833333334,0.0010850694444444445,0.14539930555555555,0.0,0.1115451388888889,0.2927517361111111,0.001953125,0.057291666666666664,0.0,0.07335069444444445,0.14539930555555555,0.0,14
0.0,0.17122395833333334,0.0010850694444444445,0.14539930555555555,0.0,0.1115451388888889,0.2927517361111111,0.001953125,0.057291666666666664,0.0,0.07335069444444445,0.14539930555555555,15
0.14539930555555555,0.0,0.17122395833333334,0.0010850694444444445,0.14539930555555555,0.0,0.1115451388888889,0.2927517361111111,0.001953125,0.057291666666666664,0.0,0.07335069444444445,16
0.07335069444444445,0.14539930555555555,0.0,0.17122395833333334,0.0010850694444444445,0.14539930555555555,0.0,0.1115451388888889,0.2927517361111111,0.001953125,0.057291666666666664,0.0,17
0.0,0.07335069444444445,0.14539930555555555,0.0,0.17122395833333334,0.0010850694444444445,0.14539930555555555,0.0,0.1115451388888889,0.2927517361111111,0.001953125,0.057291666666666664,18
0.057291666666666664,0.0,0.07335069444444445,0.14539930555555555,0.0,0.17122395833333334,0.0010850694444444445,0.14539930555555555,0.0,0.1115451388888889,0.2927517361111111,0.001953125,19
0.001953125,0.057291666666666664,0.0,0.07335069444444445,0.14539930555555555,0.0,0.17122395833333334,0.0010850694444444445,0.14539930555555555,0.0,0.1115451388888889,0.2927517361111111,20
0.048783747661053194,0.17535418337342956,0.016974071103982892,0.13191659983961507,0.08420208500400962,0.030606789628441593,0.07203956161454157,0.041299117882919005,0.23376102646351243,0.0541299117882919,0.046912590216519647,0.06402031542368351,1
0.15761094981335547,0.010369141435089175,0.17420157610949813,0.011613438407299876,0.14516798009124846,0.12982165076731647,0.0,0.1542928245541269,0.006636250518457071,0.10700953961012029,0.006636250518457071,0.0966403981750311,0
0.012141280353200883,0.13024282560706402,0.1423841059602649,0.026490066225165563,0.1153421633554084,0.017660044150110375,0.13024282560706402,0.1098233995584989,0.0005518763796909492,0.1815673289183223,0.012141280353200883,0.12141280353200883,2
0.1153421633554084,0.017660044150110375,0.13024282560706402,0.1098233995584989,0.0005518763796909492,0.1815673289183223,0.012141280353200883,0.12141280353200883,0.012141280353200883,0.13024282560706402,0.1423841059602649,0.026490066225165563,10
0.24399164054336467,0.0,0.08124346917450366,0.0,0.13427377220480669,0.10867293625914315,0.01044932079414838,0.24320794148380356,0.0,0.10188087774294671,0.0,0.07628004179728318,0
0.25,0.0,0.10060975609756098,0.009908536585365854,0.06478658536585366,0.3163109756097561,0.0,0.051067073170731704,0.0,0.13719512195121952,0.0701219512195122,0.0,5
0.12094763092269327,0.0,0.06982543640897755,0.12998753117206982,0.0,0.07263092269326683,0.0,0.14214463840399003,0.2169576059850374,0.0,0.24750623441396508,0.0,12
0.0,0.12094763092269327,0.0,0.06982543640897755,0.12998753117206982,0.0,0.07263092269326683,0.0,0.14214463840399003,0.2169576059850374,0.0,0.24750623441396508,13
0.24750623441396508,0.0,0.12094763092269327,0.0,0.06982543640897755,0.12998753117206982,0.0,0.07263092269326683,0.0,0.14214463840399003,0.2169576059850374,0.0,14
0.0,0.24750623441396508,0.0,0.12094763092269327,0.0,0.06982543640897755,0.12998753117206982,0.0,0.07263092269326683,0.0,0.14214463840399003,0.2169576059850374,15
0.2169576059850374,0.0,0.24750623441396508,0.0,0.12094763092269327,0.0,0.06982543640897755,0.12998753117206982,0.0,0.07263092269326683,0.0,0.14214463840399003,16
0.14214463840399003,0.2169576059850374,0.0,0.24750623441396508,0.0,0.12094763092269327,0.0,0.06982543640897755,0.12998753117206982,0.0,0.07263092269326683,0.0,17
0.0,0.14214463840399003,0.2169576059850374,0.0,0.24750623441396508,0.0,0.12094763092269327,0.0,0.06982543640897755,0.12998753117206982,0.0,0.07263092269326683,18
0.07263092269326683,0.0,0.14214463840399003,0.2169576059850374,0.0,0.24750623441396508,0.0,0.12094763092269327,0.0,0.06982543640897755,0.12998753117206982,0.0,19
0.0,0.07263092269326683,0.0,0.14214463840399003,0.2169576059850374,0.0,0.24750623441396508,0.0,0.12094763092269327,0.0,0.06982543640897755,0.12998753117206982,20
0.12998753117206982,0.0,0.07263092269326683,0.0,0.14214463840399003,0.2169576059850374,0.0,0.24750623441396508,0.0,0.12094763092269327,0.0,0.06982543640897755,21
0.06982543640897755,0.12998753117206982,0.0,0.07263092269326683,0.0,0.14214463840399003,0.2169576059850374,0.0,0.24750623441396508,0.0,0.12094763092269327,0.0,22
0.0,0.06982543640897755,0.12998753117206982,0.0,0.07263092269326683,0.0,0.14214463840399003,0.2169576059850374,0.0,0.24750623441396508,0.0,0.12094763092269327,23
0.15245799626633477,0.00715619166148102,0.10734287492221531,0.10734287492221531,0.003422526446795271,0.15774735532047293,0.01462352209085252,0.1823273179838208,0.03982576228998133,0.08151835718730553,0.13907902924704418,0.00715619166148102,19
0.00715619166148102,0.15245799626633477,0.00715619166148102,0.10734287492221531,0.10734287492221531,0.003422526446795271,0.15774735532047293,0.01462352209085252,0.1823273179838208,0.03982576228998133,0.08151835718730553,0.13907902924704418,20
0.13907902924704418,0.00715619166148102,0.15245799626633477,0.00715619166148102,0.10734287492221531,0.10734287492221531,0.003422526446795271,0.15774735532047293,0.01462352209085252,0.1823273179838208,0.03982576228998133,0.08151835718730553,21
0.08151835718730553,0.13907902924704418,0.00715619166148102,0.15245799626633477,0.00715619166148102,0.10734287492221531,0.10734287492221531,0.003422526446795271,0.15774735532047293,0.01462352209085252,0.1823273179838208,0.03982576228998133,22
